run P (MPa) DC (%)  run ID								
0	0.00	50.0	757
1	0.10	50.0	755
2	0.20	50.0	754
3	0.40	50.0	753
4	0.05	50.0	756
5	0.60	50.0	752
6	0.80	05.0	748
7	0.80	10.0	747
8	0.80	20.0	746
9	0.80	30.0	745
10	0.80	40.0	744
11	0.80	50.0	743
12	0.80	60.0	749
13	0.80	70.0	750
14	0.80	80.0	751
